text,sentiment_label
alhamdulillah tidak stres happy,1
hamil anak ldr an suami lahiran gara covid berusaha positif thinking anak,1
kesehatan anak,1
amin semoga janin kandung ku sehat jasmani rohani lagi hamil mgu nih,1
berusaha tidak stres tapi masih seatap mertua bismillah insyaallah sehat,1
rejeki atur mbak selagi ada usaha ibadah sabar,1
berdoa guys dilancarin kesulitan semoga cepat dilewati alhamdulillah kuta butuh terckupi padahal khwatiran,1
tetapi wealth pun tidak mungkin namanya tidak ada stres hidup apalagi in life is about up down and a cycle a good info but need the solutions for the baby and mom,1
amin ya allah sehat janin bayi ku sempurna tanpa kekurangan apapun,1
semoga bayiku kukandung sehat normal sempurna fisiknya ibunya sehat amin,1
amin hari perkiraan lahir april insyaallah anak cowok tetapi bikin kepikiran mertua senengnya anak cewek beli boneka bahas ipar ngehayal anak cewek,1
amin ya allah,1
usia kandungan week bertengkar dengan suami terus semoga anakku sehat hinggal hari perkiraan lahir,1
serah allah maha tau,1
hamil tetapi minum obat darah aman doc janin,1
semoga bahagia supaya anakku bahagia,1
mohon jangan nangis ya,1
adek hermawan ya,1
tidak ribettt semangat,1
maafkan bunda ya nak bunda hamil kondisi diagnosa psikiater depresi ada kecemasan semoga sehat anak tenang kelak,1
semoga orang tua kemudahan semangat mendidik anak ber adab ber ilmu,1
stres karena keluarga tidak ada support hamil tetapi alhamdulillah suami support banget,1
kulakukan intinya strezz dpresi tetapi alhmdullilh anak ku sehat pintar cerdas mlbihi ajrkan mngambil ksimpulan allah sangat membantu peran semangat hamil,1
benar banget bun semoga adik lahir rjeki mengalir,1
tidak orang gaji tapi orang rezeki percaya allah mbak,1
alhamdulillah nya tidak keram bun bilang adiknya kuat ya dek,1
semangat ya kak semoga calon adik bayi sehat kakak tak mengalami pun mengalaminya,1
paket komplit,1
jaga kesehatan hamil,1
cacar nya tetapi tidak kedeteksis mam pas usg semangat ya mam biar anak saleh salihah anak mam,1
x usg bilang aman pas lahir cacat,1
alhamdulillah hamil happy karena suami tau hamil tidak cemas sedih emosi sebisa mungkin bikin nyaman bahagia,1
kalau nonton drama korea,1
tolong jangan berhenti memberiku semangat,1
suamiku tidak peduli orang tuanya bahagia,1
suami mengerti,1
bilang kalau hamil jangan tensinya bahaya banget kalau preklamsia paksu tolong dijaga kondisi mental istrinya,1
lagi hamil trimester semoga anakku selamat lahiran lancar ya allah lagi hamil semoga sehat,1
makan langsung menangis karena smenjak tau hamil makan malah sehat ya ayah mkasih sabar mu menghadapi istri mu,1
mohon doakan hamil sesegeranya pernikahan insyaallah hamil anak saleh sholehah sehat jasmani rohaninya amin,1
kak peluk,1
semoga lindungan allah bun,1
amin bun,1
alasan sebab mengandung alasan natural killer bermalas san rumah x x bersyukur,1
baca nih harap komen nasihat biar baca buka mata minda terima kasih,1
dipakai sw kak biar baca,1
semangat ya,1
sabarmu semoga ladang pahala,1
kakak peluk,1
kak peluk ya,1
semangat kak,1
terima kasih kak,1
amin ya allah doakan ya kakini telat tapi kemarin masih negatip,1
semoga hamilku nular kakak,1
amin ya allah kak telat masih negatipsemoga besok positip,1
amin lagi hamil doakan nular benaran ya kak,1
amin ya allah kemarin tidak pms lagi semoga ya kak perut kembung tapi empuk tidak sih punyaku karena kembung penuh tapi empuk,1
fyp berandaku hamil hamilan kak semoga garis aamiinnnn,1
semoga amin segerakan kak semangat ya,1
langsung konsumsi folavit kakak biar positif syph tau,1
tidak minum lagi ya positif thinking hasil positif tunggu seminggu tes ya,1
kalau hamil sakit tidak sih punyaku sebulan tidak kerasa nyeri apapun huhu minum lagi swmoga positif,1
tidak kok tergantung mah ada sakit ada tidak pikiran tenang positif thinking pegang pekerjaan imbangi jangan berat tkt kebablasan,1
semoga allah panjangkan umur amin,1
semoga allah melindungi sih sih anak amin,1
sehat wanita hebat kuat ku jaga anak ku tunggu ku pulang uang,1
wallahu a salam,1
ya allah semoga sehatt bayi ku sehat bertemu,1
anak ku mengalah,1
izin save kakak,1
semoga sehat buah hati mamanya,1
ya allah ya rabi kuatkan hamba mu,1
alhamdulillah suami sayang banget pikir tidak tanpa,1
bismillah hari perkiraan lahir nopember ya allah shtkn badan janin kndungan ku lahir sehat sempurna normal brkah selamet amin amin amin ya allah,1
kak semoga hamilku nular kakak yaahhhhaku telat kak smogaaa nulaarr kakakkkk,1
terima kasih suami sabar menghadapi istri hamil penuh tantangan keribetan ilyyy terima kasih perjuangin adik badan,1
amin semoga nular,1
semoga suami bacaa,1
selamat bayi ku jiwa ragaku ya allah kuat berdua amin,1
ekstra sabar banget hamil tidak menangis,1
semoga adik berhasil berjuang ya deh adik,1
ya allah panjangkan umurku menjaga anak anakku sukses anak cucu,1
anakku selamat sehat kuat,1
ankku selamat sehat besok yanak,1
alhamdulillah operasi ku berjalan lancar magrib nyeri banget tidak tidur,1
semoga sehat lancar fan bahagia,1
paham,1
tolong tolong mengerti in,1
perhatian,1
tidak menjaga sikapmu jagalah lisanmu tuan,1
ya allah semoga anak ku berkembang sehat tidak ada hambatan sehat sempurna tidak ada kurang pun amin,1
tidak berlaku suamiku,1
assalamualaikum bubid,1
banget rasakan,1
ya allah semonga calon bayi sehat ya kak,1
sehat ya deh maafkan mama tapi dunia tidak berpihak mama tapi mama sayang adek,1
kalau trimester tidak,1
hmmm lhhh mengerti kakak karena merasakan alhamdulillah hmil gerak cepat k rumah mertua mntal aman pasty happy,1
ya allah kuat ya bun,1
banget sabar,1
tos kakak,1
tenang mbak tidak mbak pun,1
hihiii kok kakak tapi happy ya kalau sedih jurus ninja nya maraton drama korea,1
sabar kak ya semoga sehat bayi ibunya,1
amin terima kasih kak kasih suport,1
alhamdulillah bertengkar tetapi adik kuat,1
kak lagi hamil alhamdulillah suami banget,1
alhamdulillah semoga suamiku berubah ya kak,1
kasih tau swaminya kak ajk bicara kalau kakak tidak nyaman sikap semoga ekonomi membaik melahirkan mudah sehat anak sehat tak kurang apapun,1
jangan emosi wakk kuatkan semangat salat doa allah maaf bby perut doa supaya suami sentiasa sabar fham,1
semangat kak semoga lalui sulit,1
peluk kak snasib,1
sabar kakak kuat ya,1
alhmdulilla salam hmil mesra suami suasana hati bagus,1
menikahpun suami sangat minim pertengkaran benar bertengkar kalau debat ya sih tapi pas hamil jngankan bertengkar debat suami bilang iya iya sayang maaf ya ngelus peruthormon kehamilan bikin benar benar moodswing banget tapi alhamdulillah nya suami super duper tau tidak kenapa kenapa masya allah,1
sehat anak,1
pura percaya tidak tau apapun hanya sbtas janinku waras,1
ku taunya ku suami penyebab tangisku hamil kuat bu hamil semoga ada kebahagiaan,1
ya namanya hidup berumahtangga tidak mungkin emosi bahagia mengerti kenapa sabar ya utunnn,1
jaga jarak biar jaga prtengkaran prtumbuhan bayi,1
mmbhgiakanmu tersenyum trz biar sakit kondisi kayak lagi mami lagi hamil efort mami i love mami,1
bikin happy mulu,1
kadang paham perasaan istri walaupun isteri nih gak,1
tidak bertengkar hebat ku tendang karena selingkuh menangis alhamdulillah anakku cerdas lancar berbicara ceriwis,1
suami nafas mengajak ribut anjir guess sabar dajjal,1
peduli,1
rajin banget memasakkan suami bau makanan mual badan inginnya rebahan karena lemesmas terima kasih memahami,1
banget menangis merasakan perubahannya tetapi bersyukur karena dikasih kepercayaan nikah,1
menunggu belajar mental semoga allah restu mudahkan orang tua,1
sumpah kurasakan katanyaaa nyataaaa,1
bismillah ya allah suami hamba benerann keturunan ya allah suami hamba peduli orang tidak peduli tidak ya allah,1
semoga janinku kuat,1
semangat hidup hanya anak sih kak,1
semangat,1
semangat bareng yuk kak,1
semangat ya kak,1
semoga sosweet lagi papah utun haris,1
benar benar masuk dunia tapi serasa walaupun masih ada orang tua dukung tetapi menenangkan dukungan suami,1
bismillaah alhamdulillah suamiku support kadang spaya peka kenapa karena mungkin tidak tau nya jangan hanya pahami,1
quotes relate banget semangat ya hamil,1
baca sedih tapi hidup benar benar berubah but oke baby sehat,1
sedih bacanya karena lagi fase baca komen tidak semangat hamil,1
menikmati jalani ikhlas allah kasih hadiahnya kok,1
suami suport smnjk hamil menangis karena bahagia terharu sikap nya,1
fyp usg beres beres perlengkapan bayi foto tespek positif dakwah hamil curiga hamil sih hehe amin,1
menangis masih kaget karena istri maret berubah kaget maret karena calon tetapi alhamdulillah,1
diperhatikan,1
lega adem tentram alahumma sholliala sayyidina muhammad,1
suami mashallah alhamdulillah engkau betikan ku ya rabi tiada syukur doa terucap lihat tidur,1
menandai kayak tetapi kasihan suami cape kerja seharian dijalanan tetapi alhamdulillah kalau didengarkan walaupun tidak langsung terwujudka,1
menemukan kutipan sesuai isi hati,1
tapi dibalik ada syukur karena allah nikmat,1
peluk dunia,1
tidak semangat sih utun,1
alhamdulillah suami sangat peka siaga kebutuhan ku,1
baca menangis hamil bawa perasaan banget padahal suami perhatian protektif kebiasaan makan pun kesehatanku,1
nikah minggu tetapi baca sukses bikin meneteskan air mata,1
masyaaallah dukungan suami berasa kok,1
dunia suami ku pun berubah memikul tanggung bayi kandungan ku mengerti arti keluarga,1
sangat dicintai hamil sangat ku bahagia pejuang garis,1
kuat kuat hamil semoga kesehatan kelancaran,1
rasakan semangat hamil trimester,1
alhamdulillah suami pengertian kalau ada tidak krjain dibantu suami pun sangat buatku,1
alhamdulillah suami sangat pengertian,1
terima kasih paa kabar bundanya adik perut,1
alhamdulillah bahagia menjalani prosesnya berusaha semampuku memberinya gelar ayahlove abang hascra,1
mengerti ya ngertiii,1
menikah tapi tau ya,1
belajar lagi ya,1
berubah semoga suamiku paham haircut,1
kuat hebattt,1
ngelus prut mengajak berbicara anak ku tetapi dianya kayak ngapaiiin ngelus antusias anak,1
tidak karena tau tidak laki peka ya bilang langsung sakit alhamdulillah keturunan kok,1
allahummasolliala sayyidina muhammad wa ala ali sayyidina muhammad semoga momongan amin amin amin ya allah,1
maafkan nak berusaha tegar tetapi sungguh sakit banget nak kuat menghadapi sifat ayah lagi mengandung km kuat sehat ya nak berjuang ya,1
adik maafkan buna masih ajak adik menangis kadang buna tidak deh ngelewatin buna adik sehat adik lahir selamat buna ya,1
maafkan mamak nakku alhamdulillah adik sehat diperut mamak,1
sehat sehat ya nak diperut mama,1
maafkan ya dek masih menangis tetapi mohon kuat ya rahim tumbuh berkembanglah usahakan terbaik karena km semangat hidup dunia,1
maaf maaf maaf hanya ucapkan nak semoga nya mnjga prsaan lagi,1
anak kuat anak hebattt bismillah ya nak,1
kak malah ditinggalkan berusaha kuat ayo kuat,1
semoga lancar hari perkiraan lahir ya kak insyaallah ujian hebat ada rezeki nya berlipat ganda tuhan utun nya,1
amin kak semoga dilancarkan ya,1
ku semangat anak perut,1
maafkan mama nak semoga engkau sehat kuat selamat umur,1
adek utun sehat nak,1
suasana hati ku tergantung fyp kalau sedih ikutan nngis aman tidak ya,1
kalau menangis nya bahagia,1
tidak lahir prematur sehat kuat kerja lagi menghidupi nak,1
sehat sehat utun,1
mengerti in,1
adik sehat ya jangan kayak mma,1
semoga ya adik,1
mengamuk nya kak sharing kak,1
i feel kakak,1
tidak peluk mbak,1
semangat wanita hebat ada vt kuat berpikir positif tarik nafas didik anak patahkan buruk besarkan anak didikan terbaik wanita kuat,1
terima kasih ya anak mama tumbuh sehat umur ya temani mama apapun,1
saking stresnya anaku lahir usia kehamilan prematur tapi alhamdulillah sehat,1
semangat ya kak merasakan kayak pas anak ngucap kayak tapi percaya kakak indah drool semoga segara ada kebahagiaanmu,1
tidak kalau anak,1
anak baby blues hamil anak k usia anak usia lagi aktif nya kadang masih suka baby blues anak tidak terbayang semoga sehat kuat k anakku,1
semangat ya kak,1
semangat mbak mengalami,1
semangat kakak duniamu bukan menyakitimu percaya deh ngelewatin trauma jangan terlalu pikirkan cari kesibukan sesibuk mungkin bikin lupa,1
kalau tidak mengalami semudah it berbicara kakak cerita kalau ada posisi,1
mengalami hancur an campur aduk tidak gampang tapi perlahan ikhlasin apapun tapi alhamdulillah lewatinnya semangatin kakak lagi mengalami,1
malah cerai kakak pas diposisi tapi pikir anakku duniamu insyaallah indah kakak lahir anakmu anakmu semoga membawa rezeki kebahagiaan,1
ya allah mb banget pas tau it cerai,1
semangattt mom,1
terima kasih bun,1
tidak,1
sabar ya bun semangat,1
ada sakit sesakit ya bun semangat trusss anak pelukk,1
nyata hamil anak merasakannya ganti suami kehidupan karuniai anak lagi happy banget diperlakukan ratu bukan babu suami ku,1
benar banget anak saksi,1
semangat mbakk tidak,1
sabar ya kakak hhe,1
riwayat sc kak jarak sc juni hpht desember januari positif hamil tidak kak bismillah,1
semangat ya kak tidak kok,1
semangat peluuuk,1
mbak janji tidak anak lagi karena air mata ingkari mbadoain ya mbak semoga anak bahagia ya amin,1
tidak kakak,1
peluk mbakalo suami ada dipihak kok,1
lagi berjuang anakku lagi mncri b kerja skuat tenaga ambil bawa anak umur bkerja doakan iya teman biar terbuka pintu rezeki ku anakku makan byar kontrakan,1
mbak pakai iud karena tidak langsung mengisi lagi tidak sih memutuskan tidak menambah anak lagi,1
minum kopi yuk hebat,1
akupun tapi kebobolan menangis mllm gugurin tanpa suami tau tapi berubah anak ada suamiku peduli sayang terpenting bawa ngontrak kluarganya,1
mbapeluk tidak,1
anak,1
mbak bukan jalan keluarnya anak tidak salah kalau hamil hebat anak dikandungan memilih semangat ya tidak,1
hai kak orang kalau lagi hamil ada down tapi happy ya kak orang diposisi kakak termaksud kak kak tolong doakan biar positif,1
amin kakak semoga cepat dikasih kepercayaan ya smngt,1
orang tau hamil awas ya jangan pikiran,1
untung suami kandung tidak membiarkan kerja berat berpikir,1
hanya mamak ku mengutamakan kesehatan ku,1
benar banget suami mengerti suport,1
terima kasih banget karena peduli bayi tetapi butuh perhatian,1
bidan nya,1
hanya ku ku kesehatan ku kehamilan,1
berdoa bahagiakanlah janinku jangan menyerap negatif sedih marahku hamil,1
amin semoga doa kakak diterima didengarkan tuhan ya kak happy ya kak sehat,1
ya peluk semoga urusan mu permudahkan lancarkan ya sayang,1
semoga tidak berubah ya sayang ibunya,1
peran suami kakak,1
alhamdulillah mengandung suami bayiku,1
tidak mbak hamil kemarin,1
benar bunda kuat mental ya bunda,1
semangat,1
semangat,1
bukan mengalami kayak stay strong hamil,1
alhamdulillah suamiku pengertian tau hamil langsung diantar rumah stay lahiran,1
waa beruntung sekali hamil stay rumah mertua nauduzbilah mulutnya padahal anak trkhir gaakan kalau tggl orgtuaku,1
senang nya ya ampun,1
sabar ya bunda suamiku belajar dari pengalaman karena anak pertama keguguran karena tinggal bareng mertua,1
bunda tidak serumah ada mslah padahal ku lagi hamil beruntung suamiku mengerti ku,1
kak trimester menangis gara gara drama korea tidak tidak ya,1
qur an in allah energi negatif berubah positif,1
bismillah kuat sehat janin perut ku amin,1
kak sabar walaupun capeeekk banget mabuk parah,1
stres banget kak menangis malam karena gakuatttt semangatttt ya kakak semoga cepat mabuk nya,1
kakak lulus trimester trimester enak makan enak tidur tidak ada mual muntah pusing semangat hamil,1
tidak kak wajar namanya tidak nyaman ada trimester kok semangat kak,1
kak tau tidak menangis karena mual muntah taunya besoknya sekali tidak mual senang malah sedih adik mengambek tidak marah kok dek mual lagi tidak,1
baby janin mbak amaann sehat terlahir normal,1
masih kandungan mbak insya allah sehat,1
mbakpeluk sehat adik mamahnya al fatihah almarhum suami,1
kak peluk semangat ya kak semoga besok lahiranya lancar anak selamat sehat tanpa kurang pun,1
belasungkawa ya mb sabar,1
pokoknya kakak takut kenapa baby nya huhu semangat ahahha,1
semoga sehat ya adik bayi nya mbak semoga smuany lancar ya terlahir sehat normal,1
dengarkan suami,1
alhamdulillah kalau mitos,1
maav kak ajak negosiasi adik utun nya,1
wkwk ide bagus kak terima kasih,1
mbaaak peluk jauuuuh sabar ya kuat anak,1
alhamdulillah kemarin coba beli obt miso ampuh banget langsung lancar lega dokter nya sangett amanah obt nya orisinal tidak palsu,1
hamil mending deh orang menyakiti,1
kulakukan pergi rumah orang tua karena kesehatan mentalku jaga janinku berharga,1
andai suamiku mengerti,1
kebahagiaan anak,1
bukan suami orang tua mertua sumber karena alhamdulillah masyaaallah tetapi orang,1
pas hamil perut diinjak pinggang tendang mantan suami pasrah anak lahir cacat tetapi alhamdulillah normal tidak kekurangan,1
membaca komen tolong do cepat hamil amin allahumma amin,1
hamil alhamdllh baca alquran dengarkan murottal tempel k perut alhamdllh anaku hafiz alquran masya allah,1
hamil trimester salat malas padahal hamil salat lancar ya allah tolong kembalikan nikmat ibadahku amin,1
kak doakan ya pejuang garis allah amanah amin,1
ya allah kembalikan nikmat beribadah ku ya allah mengandung karunia terindah mu bantu hamba melewati kehamilan rahmat rida mu ya allah,1
lagi hamil nyaman rumah enak rebahan ya allah semoga hamba istikamah salat mengaji,1
ya allah ampunilah diriku lagi hamil kelepasan lagi hamil pikiran campur aduk kemauanku sehatkanku suamiku panjangkan umurnya lancarkan rejekinya amin,1
hamil alhamdulillah jalannya anak k jlannya,1
tetapi suami untung suamiku sangat sabar karena pham mungkin karena lagi hmil,1
hcg bikin sensitif bunda tapi kalau dituruti tumpangi syaitan yuk bunda lawan istighfar,1
sulit kakak mrskn emosix beda ayo semangat,1
kok malah kebalik ya kak bysanya suka marah mengambek pas hamil bawaannya happy padahal mual badan sakit semuatp suami suport,1
walah hhe semoga sehat ya bunda,1
pas usg cewek kak berpengaruh ya kak,1
doakan semoga cewek kak anaknya banget cewek hehe,1
amin semoga anak nya cewek ya bunda,1
tayamum kak allah kemudahan hamba nya,1
iya kalau cape kencang perut kram salat duduk ya islam sungguh indah,1
tayamum banget kak salatnya duduk tidak kuat tidurann allah maha mempermudah,1
ya ampun sabar nikmati ya kak kalau masuk trimester lihat pasir dimakan saking gampang lapernya,1
banget kak,1
amin lagi hamil doakan kakaknya cepat hamil amin,1
lagi hamil semoga janin ada perut pindah rahim mbaknya amin,1
kak lagi hamil doakan kakak pejuang garis hamil ya,1
berdoa a ya mb supaya kepercayaan momongan sholehah saleh amin yarobaallalamin,1
bunda hamil ujian ekonomi nya bunda semangat bun,1
semoga lekas melahirkan selamat dbrikan umur berkah umur amin,1
salat apqlagi lagi hamil jangan turuti nafsu iya cantik,1
hamil anak alhamdulillah rajin salat senang karena tidak haid hamil sholt doakan anakpertama ku disurga usia lahir dunia,1
ky kakak padahal hamil semangatnya ibadah,1
masyaallah doakan kebaikan keluarga kakak walaupun belum nikah,1
amin semoga allah kebaikan semuaa,1
alhamdulillah dedek lahir sehat lengkap tau ya membatasi,1
perbanyak istighfar kak,1
ujian bahagian kak sabar ya,1
semoga segerakan kakak,1
amin,1
ya allah semoga anakku anak saleh sholehah ya allah amin ya rabi alamiinn,1
mohon ampun allah bertobat nya,1
yallah do ain semoga garis,1
bismillah lagi ya allah,1
amin,1
amin allohumma amin,1
pindah rumah mbak alhamdulillah enak an tidak lemas lagi badan,1
amin semoga lancarkan ya bunda,1
amin ya robbal alamin,1
alhamdulillah hamil anak k nih sholwtn dktkn sang pncpta beda anak k,1
masya allah banget pas hamil ujian benar semoga janinku sehat lahir selamat,1
astaghfirullahalazim subhanallah wabihamdihi subhanallah hiladzim,1
alquran zikir doa jaga pemakanan berkhasiat,1
aaminnn ya rabi alamin,1
doanya ustadzah semoga allah titip anak saleh salihah amin,1
masyaallah semoga anak anak saleh salihah anak paham agama anak berbakti orang tua,1
astagfirullah halazim ya allah ampunilah amin ya rabi allamin allahumasoliiiallasaidinamuhhaammad,1
semoga dipermudahkan urusan dipermudahkan urusan bersalin amin yarabal allamin,1
alhamdulillah ujian kehamilan tapi alhamdulillah berhusnudzon allah sabar semoga pahala,1
astagfirullah kepancing ustadzah terima kasih,1
masyaallah semenjak hamil rajin banget tadarusan bada magrib padahal nafas ngos an tapi senang,1
alhamdulillah pas hamil tenang tidak mengurus orang malah fokus kehamilan,1
dengarkan ya bu,1
tidak k semangat ya,1
alhamdulillah ya allah ustadzah lewati,1
allahumma sholli ala sayyidina muhammad wa ala ali sayyidina muhammad,1
selamat kehamilannya mbak cantiksehat sehat ya hamil,1
iya allah ampuni dosa ku semoga janin ada rahim ku sehat nya sehat rizki nya amin,1
bahagia trimester mual muntah nya parah banget bulak rumah sakit menangis bingung bahagia nya semoga cepat selesai biar bahagia,1
ada uang orang tua sehat suami sehat alhamdulillah menjaga mental happy,1
tapi bahagiaku makan bakso mie ayam bun,1
fakta bu paham,1
dok alhamdulillah hamil keluarga mendukung alhamdulillah bahagia dok tapi kadang tidak sengaja lihat vt sedih ikutan sedih berpengaruh tidak ya dok,1
terima kasih dokter membantu meningkatkan kesadaran bahagia hamil semoga membahagiakan hamil generasi,1
dok bahagia banget pas hamil tetapi banget menangis pas karena after salat berdoa berasa khusyuk banget doakan anak dlem perut menangis sesenggukan dok,1
happy dok suamiku cerai sdangkan mengandungnyaa,1
ada anxiety disorder anaku susah adap tasi in lagi hamil lagi semoga sehat lahir selamat,1
kalau terlanjur anaknya lahir kedepannya dok sang anak nih,1
tidak makan kak tidak,1
huhu semangat ya kak semoga sehat,1
masyaallah km ya kakak,1
ya allah kok sih bunda lagi hamil kalau habis jajan bakso mi ayam cilok bahagia pol,1
trimester kakak masuk trimester kakak,1
semangattt ya mom,1
anak kak plus anak dinanti banget program alhamdulillah anak nya sehat ceria,1
anak penantian semoga anaknya ceria ya melewati,1
insya allah tidak mual kak jangan lupa syukuran dibancaki alhamdulillah tidak mutah parah,1
kak pesan tidak tambahkan micin lagi pas lagi racik garam kawan kawan,1
iya jangan pakai micinn jangan ada pantangan makanan kak karena situ penyerapan sih dedek,1
matang sing eling kalau makan duren enak tetapi karena hamil makan biji,1
ih kakak makan kokk jangan stres kakak mengidam nya tidak keturutan,1
banget ih kakak makan,1
makan kak kalau lagi iya makan minum air putih vitamin buah makanan sehat wajib,1
terima kasih ilmunya,1
bahagia kalau keuangannya stabil,1
anak anak alhamdulillah tidak suka menangis anaknya tidak rewel pas,1
iya amin ya semangaat,1
oh kalau hamil ketahuan autoimun tyroidnya tidak ya kak maksudnya dipantau biar aman janinnya,1
oh susah banget ya melawan pikiran semangat ya kak,1
sabar ya bunda insyaallah belum semoga km ganti lagi kehamilan sehat bundanya bahagia ya,1
iya kak amin belajar ikhlas berserah diri ,1
iya teorinya sih bahagia tetapi ada postpartum nya menurutku kalau pas menyusui ngefeknya,1
bahagiaaaa bgttttt biiii terima kasih ya krisdianto,1
bahagia tetapi support sistemnya njengkelin,1
insyaallah kalau jaga tidak kenapa moms,1
butuh pengertian dukungan pikiran suami,1
hayolo hamil tidak pikiran stres happy,1
kakak tetapi insya allah percaya anak sehat amin,1
amin ya allah,1
istri tetapi masih jalan jbl jangan ya dek ya,1
alhamdulillah pun berpikir positif optimis dok wlw pun usia tak muda lagi bahagia bersyukur kehamilan kembar,1
menjalin komunikasi ya kehamilan peran ayah ksehatan bayi,1
semangat sehat ya,1
semangat,1
alhamdulillah it mengandung perhatian kuar ujiannya allah ambil insan mungil kandungan padahal nuggu hari perkiraan lahir julitp ikhlas iya allah,1
semoga hamil kurang mendpt peran suami dbrikan kshtn dipermudh perslinn,1
maafkan ya nak ajak adik menangis semoga pas adik lahir banya kebahagiaan adik amin allohumma amin,1
tenang alam ya dek kemarin dikeluarkan perut mama nakjangan menangis lagi ya nak bahagia tunggu mama papa surga ya nak,1
semangat lagi hamil berusaha sabar bahagia,1
semoga hamil sehat sehat calon anak amin,1
sabar hamil merasakan uji ekonomi mudah rezeki paksu nya lancar,1
alhamdulillah tangisku hamil terobati lahirnya putri kecilku sehat sesedih apapun ada allah hati,1
anakku usia makan masih blender alhamdulillah sehat bayiku ku bersedih,1
kelak anakmu membahagiakanmu mbak sehat dilancarkan rezekinya,1
aaminnnn terima kasih mbak nya doa terbaik embak ya,1
ya allah bun sabar ikhlas terima ujian allah allah janjikan terbaik keluarga,1
kak pun lagi fase banget pelajaran ku mertua kemarin coba titik ikhlas bersyukur masih kesehatan selamat tinggal suami sekeluarga alhamdulillah,1
semoga rejeki ta terduga keluarga kakak amin coba baca solawat adrikni kakak x sehari,1
amin terima kasih kakak saran nya,1
peluk kak nasib,1
kakak unduh aplikasi jkn cek nik nya badan penyelenggara jaminan sosial it aktif ya dipke puskesmas rumah sakit pemerintah lagi diuji ekonomi pakai gratis vit gratis,1
semoga lncalrkn rejekinya lahir mudah,1
puskesmas kakak kalau ada badan penyelenggara jaminan sosial gratis kalau tidak ada biaya terjangkau sekali,1
lagi uji ekonomi kakak tapi periksa vitamin doa semangat kakak,1
