text,sentiment_label
berkali - kali hampir menyerah,0
dulu pas hamil anak pertama iya tapi alhamdulillah sekarang hamil kedua dapat support dari anak pertama,1
aku lagi hamil tetapi suami meninggal,0
benar banget sih,1
kak anakku bakal baik saja tidak sih kalau nanti tumbuh kembang nya tidak sama ayah nya soalnya aku sudah cape banget,0
waktu tm - tidak ada support sama sekali dari pihak keluargaku dan masih menutupi ke pihak keluarga suami alhasil simpan sendiri dan takut buat periksa kandungan alhamdulillah saat tm dikuatkan sama keluarga suami yang tau dan mencoba memulai pemeriksaan kehamilan walaupun sudah terbilang cukup telat,1
benar banget karena suport sistem itu pelu banget apa lagi dukungn,0
sumpah cpek banget harus berpura bisa mengerjakan semua harus menahan rsaa cpek supaya tidak dikira lemah,0
tolong suamiku kalau libur disuruh momong anak mbaknya sama mertuaku aku yang hamil juga ingin diperhatikan sama suami apa memang enggak seharusnya aku meminta perhatian,0
padahal hamil lagi itu keinginan suami tetapi pas mengidam tidak ada responnn mengeluh sakit tidak di respon apa apa sendiri,0
benar banget kak,1
aku lagi di fase hamil bulan tetapi suami pergi dengan pilihan dia,0
aku lagi di fase gak ada lingkungnya yang mendukung aku,0
sama mbak malah banyak disalahkan nya,0
haha kok sama kak sudah kak bodoamat saja,0
sama kak akupun sama padahal mereka lihat aku mual muntah tiap hari tetapi tidak ada basa basi sama sekali nengokin saja tidak padahal rumah sampingan,0
semangat terus ya kamu jangan setres jaga pola makan,1
sama bun suami pun ngjak bertengkar terus maunya dimengerti,0
karena masih syok banget bukan memikirkan diri sendiri lagi kalau mau kemana mana mau makan apa,0
boro - boro di support ditanya kabar sama keluarga dan keluarga suami saja sudah seperti berangkat umrah kali ya aku senengnya tapi bodoh amatlah sudah tidak terlalu mempedulikan itu karena aku kena depresi kemarin sekarang sudah mulai bisa berdamai dengan keadaan,0
tinggal menunggu lahiran dan sudah bilang berkali kali badan gampang sakit tangan kaku tetapi paksu malah tidak peduli semalam bisa nya menyuruh mijitin antar jemput anak sampai jatuh tetap saja bilangnya besok ganti motor saja,0
aku pernah pas hamil ada masalah sama mertua ipar sebelum kejadian itu janin nya baik saja aku stres seharian menangis tidak mau makan tidak mau minum pas di periksa lagi di usg kata dokter bbj nya,0
aku cape aku cape rumah rapi aku sendiri yang bereskan aku bawa dua badan tapi setelahnya aku tepar dan tidak kuat bangun tapi giliran berantakan aku yang di omelin juga aku yang di anggap malas,0
benar banget kak sekarang buln lagi menuju lhrn cuma pasrah karena dari awal sampai sekarang berjuang sendiri makanya niatan kerj sampai buln kalau bisa buln buat lhrn sama perlngkpn bayi saja tidak ada duit sama sekali karena kerj,0
yang sering ku dengar salah sendiri hamil lagi ya begitu risikonya kok mengeluh,0
suami jadi tidak betah di rumah tidak mau tau dan tidak mau memperhatikan istri dia lebih ngutamain teman dan keluarga nya,0
suami ku gak peduli,0
cape banget dikehamilan kedua ini apalagi tinggal di lingkungan toxic,0
bagaimana dok kalau yang bikin banyak pikiran martua sendiri mau pulang ke rumah orang tua sendiri jauh mana suami sering marah sepertinya tiap hari aku stres saja memikirkan semuanya padahal aku ingin bayiku sehat tapi orang sekitar bikin stres,0
apa stres cuma karena itu doang yang hamil kita sendiri mau menunggu suport dari orang haha cukup keluarga kecil saja yang tau dan suport jangan tunggu orang lain,0
aku hamil tapi di bentak di maki terus san,0
kenapa ya suami tega bentak istri yang tengah hamil anaknya setidak berharga lagi kah seorang istri saat sudah didapatkan,0
aku cape aku cape rumah rapi aku sendiri yang bereskan aku bawa dua badan tapi setelahnya aku tepar dan tidak kuat bangun tapi giliran berantakan aku yang di omelin juga aku yang di anggap malas - aku harus bagaimana seegois itu suami ku,0
kerj juga cukup buat makan sama bayar kontrkn ya namanya gji buruh pabrik,0
aku pernah pas hamil ada masalah sama mertua ipar sebelum kejadian itu janin nya baik saja aku stres seharian menangis tidak mau makan tidak mau minum pas di periksa lagi di usg kata dokter bbj nya - kurang dan iugr alhasil aku di rawat di rumah sakit selama hari,0
aku yang jauh dari suami ikut orang tua sendiri cuma tidak ada suport sama sekali tidak ada yang mau mengurus persalinannya aku lebih betah tinggal sama keluarga suami meski bukan ibu kandung suami,0
sekarang aku mengalami itu,0
aku stres karena hb rendah di usia kehamilan minggu,0
orang tua cerai menyusahkan mana posisi hamil stres banget,0
aku hamil anak ke tetapi pihak keluarga belum ada yang tau cuma suami saja karena takut nya dengan komentar orang disana anak ku masih kecil dan keadaan ekonomi ku lagi di bawah tetapi malah hamil lagi sampai sekarang masih mkirin harus bagaimana berbicara k mamah aku sama mertua,0
tidak ada yang mengerti,0
iya mereka kira aku bawa ibu ke rumah mertuaku karena aku manja padahal karena aku stres sering dibuat menangis jadi kubawa saja suamiku anak mami aku anak ibuku satu sama,0
apalagi kalau pagi harus banget bangun subuh mana malam susah tidur rasanya ingin teriak kalau sudah dibangunkan paksa sampai di goyang goyang mana perut sudah mulai sakit sakit,0
aku peenah babyblous dan ini terulang lagi apakah riwayat babyblous kalau hmil lagi bisa kumat bu tolong,0
ini yang saya rasakan bu bid stres berat tiap hari menangis rasanya sudah tidak mau hamil lagi tetapi tuhan berkehendak lain jadi buenci banget aku sama kehamilan yang ini,0
terkadang ingin menyerah,0
aku malah diselingkuhin,0
buat ibu hamil yang sekarang sedang mengandung sehat ya semoga di iringi kebahagiaan keberkahan dan semoga janin juga sehat bahagia amin,1
suami pemicu stres,0
maaafin ibu ya dek semoga kamu tidak kenapa,1
maaafin ibu ya dek semoga kamu tidak kenapa - semangat moms jaga mental perjalanan masih panjang semoga segala urusan dipermudah dan lancar,1
ngrasa bersalah banget kalau habis menangis cuma bisa usap sambil meminta maaf,0
ingin selalu merasa bahagia tetapi cobaan hidup yang membuat banyak pikiran dan strees,0
maaf ya nak ibu sudah berusaha buat tidak stres dan banyak pikiran emosional tapi orang sekitar ibu tidak mendukung dan memikirkan itu ibu agak kesulitan buat ngaturnya semoga kamu sehat ya maafkan ibu,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi,0
buat tidak stres itu sulitt banget,0
semoga segala urusan bisa dilalui dengan mudah dan lancar ya mom dan kesedihan diganti kebahagiaan di waktu yang terbaik,1
maafkan mama nak sampai bulan ini mama sering mngajakmu menangis bersedih sehat kuat nak yamama sayang dedek,0
dukungan dari lingkungan sekitar itu memang sangat perlu saya rasakan sendiri bukan hanya teori tapi real,1
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis,0
bagaimana ya tidak ingin begitu tapi kadang tidak tertahan suka tiba menangis apalagi kalau ingat sesuatu yang sudah menyakiti,0
lagi hamil anak kedua masya allah cobaan nya bertubi - tubi tiap hari menangis,0
maafkan mamah ya nak mamah didiagnosa punya gangguan kecemasaan tiap hari selalu sesak panik jantung berdebar semoga nanti km lahir sehat ya nak,0
sharing mom pernah juga terus bicara sama diri sendiri aku terima ketakutan keadaan dan takdir ini aku sayang diriku aku sehat aku bisa,0
ku setiap priksa selalu di kasih obat penguat kadung selama hamil setres cape tertekan semoga kamu kuat ya dedek sampai lahir nanti mamah sayang kamu,1
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus,0
ya allah hari lalu ayah nya meninggal mendadak dalam ke adaan saya hamil masuk bulan dan saya menangis sejadi nya maffkan mama dek,0
apa aku keguguran pengaruh iya,0
maafkan bunda nak saat hamil kamu diiringi dengan air mata,0
di hamil kedua ini benar penuh air mata,0
maafkan mama nya sayang sampai bulan ini mama selalu menangis dan bersedih mungkin lagi mama adek anxiety sehat kuat nak iya nak mama sayang awak adik,0
kalau lagi hamil rata diuji ekonominya ya tetapi harus kuat rejeki anak pasti ada,1
benar kakak harus berjuang demi tujuan baik,1
lagi hamil gampang menangis banget ada masalah sedikit langsung menangis kencang,0
jujur aku setiap hamil pasti ekonominya lagi turun jadi stres mau beli ini itu buat bayi juga tidak dan tetapi kalau lagi tidak hamil ada saja rezekinya buat beli ini itu jadi gue aku nya kgugurn malu,0
aku orngnya gampang stres pantas saja aku keguguran waktu hamil anak pertama,0
maafkan ibu dari awal sudah stres banget sampai bulan masuk rumah sakit pun kayak nya gara gara ibu stres sampai kamu mau keluar sebelum waktunya,0
aku selama hamil nangisnya cuma pas tm karena pusing dan mual parah tetapi suasana hati selalu bagus di bikin happy dan tertawa terus sama suami padahal berat hamilnya tetapi sehappy itu karena suami,0
amin semoga janin ku sehat normal tanpa suatu kurang apapun fisiknya luar dalam semoga nanti bisa lahiran normal sehat lancar semuanya amin,1
amin ya rabi alamin semangat bunda,1
amin terima kasih atas do anya bun,1
amin doakan teman persalinanku lancar hplnya juni,1
terima kasih kak doanya,1
kalau aku mertua sama ipar kakak,0
ya sudah buang saja suaminya,0
lagi di posisi ini lah sakit,0
benar banget suami ipar cuma bikin setres,0
bikin sedih terus,0
sumpah memang anjing,0
maaafin ibu ya dek semoga kamu tidak kenapa - mbak tiap hari aku setres menangis,0
waktu hamill sering merasa stres ya kak,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - mbak sama mbak aku lagi hamil terus lagi memikirkan ekonomi suami lagi tidak kerja tetap semangat mbak,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - sama banget kak lagi di uji ekonomi banget pas lagi hamil semoga dilancarkan setelah babynya lahir biar bisa bikin rumah sendiri ya allah,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - tidak apa apa mbak semangat saja ini saja aku ya sambil kerja padahal tm drama banget hamilku tetapi tetap harus semangat kerja biar tetap makan buat hdupjadi semangat saja,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - kok sama sih kakak mana aku kerjaa sndirian takut banget kenapa janinnya,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - sama banget kiraan aku doang,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - samaaa kakak iya allah berat banget rasa nya,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - mbak sama,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - tidak apa apa semangat saja jangan sedih kasihan kasihan dedek bayinya kak tetap bersyukur saja kak nanti pasti ada jlan keluarnya terus yang penting suami support,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - samaan kak aku juga kadang stres memikirkan ekonomi belum lagi ldr sama suami semua serba sendiri semangat ibu hamil,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - sama banget mbak,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - sudah memikirkan ekonomi memikirkan suami juga yang tidak pernah menghargai tidak peduli,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - sama kak tetapi semoga ada rezeki untuk adik bayi sehat adik bayinya amin,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - tenang kakak allah kasih kekuatan insyaallah baik saja,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - sama,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - betul bagaimana saya tidak cemas sedih dan tidak semangat kalau pas hamil gede begini di layoff perusahaan padahal butuh uang untuk prepare kelahiran baby,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - mbak saya juga kalau ekonomi dipikirkan adalah pusing tapi pikir lagi lagi hamil tidak boleh banyak pikiran jadi sebisa mungkin berdoa dan tetap berusaha saja kak,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - amin semangat yuk bun,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - iya mbak aku yang khawatiran tetapi kdu yakin memang nikmat banget ujian itu tetapi kalau sudah dilewati masyaallah mbak luar biasa bisa ditahap ini,0
bagaimana bun sekarang keadaaan nya,0
alhamdulillah baik huhu terima kasih banyak,1
benar bun untuk menguatkan diri agar baik saja itu tidak gampang,1
sama bun aku pas hamil banyak masalah dari ibu meninggal rt dampaknya bayiku lahir prematur,0
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - sama banget kayak aku dan tidak ada yang support,0
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - suamiku baik banget kak cuma aku nya saja yang suasana hatinya tidak karuan semoga kita kuat ya kak akan indah pada waktunya,1
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - masya allah km masih beruntung banget masih ada suami km yang baik suami aku cuek banget dan suka marah kalau aku uring an amin semoga,1
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - peluk jauh kak tidak terbayang kalau suamiku begitu sabar ya kak kakak pasti kuat pokok aku tidak bisa bayangkan kalau suamiku surat pemberitahuan tahunan itu,1
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - terima kasih ya untuk support nya mungkin ujian setiap orang hamil beda beda ya pokoknya tetap semangat dan berjuang buat kita sampai lahiran nanti,1
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - sama bun aku juga begitu ini hamil kedua kalau suami kerja tanggal berdua sama anak,0
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - sudah berapa mggu kak sekarang,0
bagaimana tidak stres kalau asam lambung naik mau makan tidak bisa perut lapar di tambah mabuk parah bisanya cuma menangis - sudah gue kak sudah mulai bisa makan nasi asam lambung sudah berangsur membaik,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - mbaaaa sama,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - aku kira yang begini cuma aku sampai anak kedua belum berani kakak selama bulan ya menahan takut terus,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - berusaha positif thinking terus kak tetapi namanya pikiran tidak bisa di lawan tidak sih,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - waktu anak pertama bagaimana bun,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - aku ovt parah pas anak pertama kakak anak kedua belum berani karena ya itu gmpang ovt,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - tapi anak pertamanya tidak kenapa kan bun aku hamil sering overthinking,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - sama banget mbakkkkk sering ovt gampang menangis,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - sama bunda,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - kiraan aku ajaaaaaaaa,0
tidak kalau hamil overthingkingya bisa bulan juga bagaimana nanti lahiran anknua bagaimana cemas terus - sama mbak,0
semoga allah jauhkn dari ganguan marahabaya penyakit untuk anak kita diriku juga gangguan kecemasan sih bun,1
ini aku banget ya kadang kalau lagi sedij dan cemas ada saja masalah dan kadang ada saja yang bikin pikiran dan sedih pinginya sih tidak sedih,0
aku sama kok aku juga punya anxiety tapi kita harus tetap yakin kalau anak sehat,1
aku sampai sulit tidur,0
alhamdulillah sudah lahiran bun,1
sama banget kak in yang aku alamin sekarang sudah berapa minggu kakak,0
selama hamil sering kambuh tidak,0
lagi hamil anak kedua masya allah cobaan nya bertubi - tubi tiap hari menangis - iya bun bagaimana cara nya,0
lagi hamil anak kedua masya allah cobaan nya bertubi - tubi tiap hari menangis - bagaimana mengelola stressnya bunda bagi tips dong,1
dukungan dari lingkungan sekitar itu memang sangat perlu saya rasakan sendiri bukan hanya teori tapi real - benar hamil it benar hal luar biasa yang terjadi bukan hanya pada fsik si ibu tetapi pkiran hanya yang pernah mrskn yang sangat tau,0
dukungan dari lingkungan sekitar itu memang sangat perlu saya rasakan sendiri bukan hanya teori tapi real - aku tidak dapat dukungan dari lingkungan keluargaku tidak memperdulikanku suamiku marah terus ke aku meskipun aku cape aku tidak bilang sama dia aku tetap kerjain tugas rumah biar dia tidak marah tetapi tetap saja,0
dukungan dari lingkungan sekitar itu memang sangat perlu saya rasakan sendiri bukan hanya teori tapi real - sama suami tidak ada bersyukurnya sudah tahu kalau hamil beda kondisi tubuhnya tetap nuntu harus masak beres beres rumah pokoke semuanya beres,0
dukungan dari lingkungan sekitar itu memang sangat perlu saya rasakan sendiri bukan hanya teori tapi real - benar banget kamu mbak apa lagi suami benar perlu perhatian suami selama hamil,1
aku juga mengalami kak ibuku meninggal november kemarin saat kandunganku bulan tiap hari menangis bahkan sampai sekarang kalau lagi sendirian menangis terus,0
sabar ya kak mudah han ibu nya husnul khotimah amin kakak masih ada suami yang dampingin sedangkan saya ibu sama suami sudah meninggalkan semua,1
kak pernah stres sampai teriak ,0
aku pernah kak waktu hamil bulan takut banget,0
ya allah aku setres banget memikirkan omongan mertua dan ipar,0
bulan keempat sudah keguguran karena sedih,0
terus bagaimana kak sekarang sudah lahiran kah dari awal hamil sudah stres ya kak sama nih awal hamil banyak pikiran,0
alhamdulillah sudah kakak cukup umur,1
aku pasien dengan skizofrenia dan sedang mengandung setiap minum obat dari psikiater selalu teler mengantuk nya meminta ampun,0
maafkan mamah dde z tenang di surga allah,0
amin semoga kesedihan diganti kebahagiaan ya kakak,1
mana ku sering emosii,0
aku selama tau hamil cemas pikir aneh takut trauma saat lahiran benar sulit buat tenang sampai bingung harus bagaimana,0
kalau ketwa twa sendiri pas hamil boleh tidak sih dengan niat biar adik janin happy,1
halo min mau tanya kebetulan aku habis iufd bulan lalu dan aku butuh banget cerita ini mestinya ke dokter jiwa atau ke psikolog klinis ya butuh banget,0
halo min mau tanya kebetulan aku habis iufd bulan lalu dan aku butuh banget cerita ini mestinya ke dokter jiwa atau ke psikolog klinis ya butuh banget - semoga garis dua lagi di waktu yang terbaik ya mom dulu pernah cari di internet dokter jiwa psikiater itu sama yang paham boleh sharing ya,1
alhamdulillah aku tidak pernah stres selalu happy,1
maafkan ya adik mama kadang kepikiran hal yang tidak penting dan ada rasa was was,0
ibu dok aku sudah lewat hpl bagaimana ya bu aku jadi kepikiran harus nya hpl januari sekarang sudah lewat tanggal,0
di hamil kedua ini benar penuh air mata - terus bagaimana bunda,0
mau senang tapi bagaimana hati sedang dilanda duka cita karena bapak berpulang ke pangkuan ilahi,0
cemas suami akan kerja jauh ldr seolah olah tak akan bertemu lagi,0
maafkan mama ya nak mama lagi posisi begini semoga kamu sehat ya,0
maafkan ya nak,0
sama bun tapi suami tidak paham akan hal itu,0
saya dulu hamil bulan anak pertama ldr an dengan suami hingga lahiran gara covid saya tetap berusaha positif thinking demi anak,1
kesehatan anak lebih baik,1
ya allah shtkanlah janinku maaf kan mmk nak semoga km tidak kenapa yang kuat ya nak,0
aku selalu sedih menangis terus setres cemas,0
aku di masa itu dan aku kehilangan janinku,0
kenapa iya dok kalau marah yang berlebih perut suka sakit,0
amin semoga janin di kandung ku sehat jasmani rohani lagi hamil mgu nih,1
selama hmil stres luar biasa sangat slit karena ujian trbsar aku adalah suami,0
pas hamil pernah menangis sampai sesegukan pas bayi lahir dia sesegukan juga padahal tidak menangis kata perawat sih normal tetapi mirip banget kayak aku kalau menangis,0
apalah daya aku,0
berusaha untuk tidak stres tapi masih seatap dengan mertua bismillah insyaallah sehat,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - mbak kadang masalah dalam rumah tangga beda beda sih ya kadang aku suka iri sama orang yang di kasih ujian ekonomi tidak seperti aku orang ketiga,0
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - rejeki sudah di atur mbak selagi ada usaha dan ibadah sabar saja,1
bagaimana ya aku yang stres sampai sakit memikirkan ekonomi - berdoa guys kita dilancarin semua kesulitan semoga cepat dilewati alhamdulillah semua yang kuta butuh terckupi padahal aku itu khwatiran,1
kacab gue pemicu stres orang hamil disuruh make heels disuruh berdiri lama lama disuruh menahan pipis,0
aku sering sedih sering menangis sering cemas makanya anak ku sering menangis sering sedih,0
iya allah hamil kedua ini sehat selalu nak dalam rahim ibu meski kadang stres menangis,0
aku hamil anak ke aku sering menangis sendiri di kamar aku coba kuat in bawa berdoa tapi waktu bayi aku lahir umur hari bayi aku kuning umur hari meninggal karena sepsis,0
ingin nya sih tidak emosiannnnn,0
maafkan ibuk ya dek,0
tetapi mau se wealth apa pun tidak mungkin yang namanya tidak ada stres dalam hidup apalagi in bulan life is about up dan down and ini a cycle ini a good info but need the solutions for the baby and mom,1
kalau ibunya sering menangis terus kalau tengah kalem suka begadang bagaimana,0
ku hamil setelah penantian tahun memang yang dirasakan pas hamil itu jauh lebih gampang stres daripada pas berjuang kemarin tidak ada hari yang tenang kecuali pada saat usg apalagi masih di bawah bulan,0
semoga pas aku stres anak ku gppa,0
benar banget karena aku mengalami nya,0
aku adop anak ibunya setres karena kena kdrt sama suaminya sekarang anak aku cepat tantrum emosian dan galak,0
amin ya allah sehat kan janin bayi ku sempurna tanpa kekurangan apapun,1
semoga bayiku yang kukandung sehat normal sempurna fisiknya dan ibunya juga sehat amin,1
amin hpl april insyaallah anak cowok tetapi yang bikin kepikiran mertua senengnya anak cewek sampai beli boneka terus bahas sama ipar ngehayal punya anak cewek,1
mau di kasih ini itu di dandanin wajar tidak kalau aku sedih sedihnya bukan karena aku punya anak cowok tapi tkutnya anakku nanti tidak di sayang mertua,0
amin ya allah,1
tetapi suami tidak pernah pikir,0
saya orang yang sering mrsa kcemasan apakah itu artinya saat ibu saya mngandung dia mnglami ini ya,0
maafkan ibu ya dek ibu selalu sedih dan menangis,0
karena ekonomi yang kurang stabil jadi kepikiran,0
saya rutin minum vit walau vit badan penyelenggara jaminan sosial tetapi baby aku kelainan dan tak bertahan penyebabnya pasti selama saya hamil benar stres,0
aku selama hamil tiap hari menangis stres dan banyak pikiran alhasil melahirkan bayi prematur dan bblr,0
maaf ya nak,0
detak jantung berbeda ini denyutnya berapa sampai berapa,0
pantas kemarin pas periksa tidak ketemu detak jntung nya dokter pun heran dan meminta supaya tidak stres berlebihan,0
dulu pas hamil aku stres anakku sekarang dicurigai adhd kalau tidak autisme masih menunggu evaluasi lagi dan sekarang tahap terapi okupasi dan terapi wicara,0
tips biar tidak gampang stres,0
sumber stres suami sendiri,0
aku bulan stres depersi sekarang anaku jadi tantrum,0
usia kandunganq week dan saat kelahi dengan suami sellu merasakan seperti itu semoga anakku sehat selalu hinggal hpl nanti,1
hamil tm banyak ujiannya ya allah,0
di kehamilanmu yang ke aku trhantam ekonomi yang tidak baik saja maafkan mama ya dek sampai adik tidak bisa brthan di dalam kmdungan mama surga tempatmu,0
ini mungkin penyebab aku keguguran stres banyak pikiran,0
serah kan semua sama allah lah yang maha tau,1
tiap hari emosi cuma gara hadapi toddler ngereog mulu,0
aku sampai mgg stres banget tidak bisa makan makan keluar semua menangis tiap hari bb sampai turun kg,0
ya allah aku ingin hamil izinkan aku ya allah sudah kangen punya anak bayi lagi,0
