text,sentiment_label
tidak kalau hamil overthingkingya lahiran anknua cemas,0
ya allah ayah nya meninggal mendadak adaan hamil masuk menangis sejadi nya maffkan mama dek,0
keguguran pengaruh iya,0
maafkan bunda nak hamil diiringi air mata,0
hamil benar penuh air mata,0
maafkan mama nya sayang mama menangis bersedih mungkin lagi mama adek anxiety sehat kuat nak iya nak mama sayang awak adik,0
lagi hamil gampang menangis banget ada langsung menangis kencang,0
jujur hamil ekonominya lagi turun stres beli bayi tidak tetapi kalau lagi tidak hamil ada rezekinya beli gue nya kgugurn malu,0
orngnya gampang stres keguguran hamil anak,0
maafkan stres banget masuk rumah sakit pun kayak nya gara gara stres,0
hamil nangisnya pas trimester karena pusing mual parah tetapi suasana hati bagus bikin happy tertawa suami padahal berat hamilnya tetapi sehappy karena suami,0
kalau mertua ipar kakak,0
ya buang suaminya,0
lagi posisi sakit,0
benar banget suami ipar bikin setres,0
mbak setres menangis,0
hamill stres ya kak,0
banget kak lagi uji ekonomi banget pas lagi hamil semoga dilancarkan babynya lahir biar bikin rumah ya allah,0
kok sih kakak kerjaa sndirian takut banget kenapa janinnya,0
banget kiraan doang,0
samaaa kakak iya allah berat banget nya,0
memikirkan ekonomi memikirkan suami tidak menghargai tidak peduli,0
tidak cemas sedih tidak semangat kalau pas hamil gede lay off perusahaan padahal butuh uang prepare kelahiran baby,0
iya mbak khawatiran tetapi kdu nikmat banget ujian tetapi kalau dilewati masyaallah mbak ditahap,0
bun keadaaan nya,0
bun pas hamil meninggal rt dampaknya bayiku lahir prematur,0
banget kayak tidak ada support,0
bun hamil kalau suami kerja tanggal berdua anak,0
gue kak makan nasi asam lambung berangsur membaik,0
anak belum berani kakak ya menahan takut,0
berusaha positif thinking kak tetapi namanya pikiran tidak lawan tidak sih,0
overthinking parah pas anak kakak anak belum berani karena ya gmpang overthinking,0
tapi anak pertamanya tidak kenapa bun hamil overthinking,0
banget mbakkkkk overthinking gampang menangis,0
banget ya kadang kalau lagi sedih cemas ada kadang ada bikin pikiran sedih pinginya sih tidak sedih,0
banget kak in alamin minggu kakak,0
hamil kambuh tidak,0
tubi menangis - iya bun nya,0
benar hamil it benar bukan hanya fsik si tetapi pkiran hanya mrskn sangat tau,0
tidak dukungan lingkungan keluargaku tidak memperdulikanku suamiku marah meskipun cape tidak bilang kerjain tugas rumah biar tidak marah tetapi,0
suami tidak ada bersyukurnya kalau hamil beda kondisi tubuhnya nuntu masak beres beres rumah pokoke beres,0
mengalami kak ibuku meninggal november kemarin kandunganku menangis kalau lagi menangis,0
kak stres teriak,0
kak hamil takut banget,0
ya allah setres banget memikirkan omongan mertua ipar,0
keempat keguguran karena sedih,0
kak lahiran kah hamil stres ya kak nih hamil pikiran,0
pasien skizofrenia mengandung minum obat psikiater teler mengantuk nya ampun,0
maafkan mamah dde z tenang surga allah,0
tau hamil cemas pikir aneh takut trauma lahiran benar sulit tenang bingung,0
halo min habis iufd butuh banget cerita mestinya dokter jiwa psikolog klinis ya butuh banget,0
maafkan ya adik mama kadang kepikiran tidak ada was was,0
dok hari perkiraan lahir ya bu kepikiran nya hari perkiraan lahir januari tanggal,0
senang tapi hati dilanda duka cita karena berpulang pangkuan ilahi,0
cemas suami kerja ldr olah tak bertemu lagi,0
maafkan mama ya nak mama lagi posisi semoga sehat ya,0
maafkan ya nak,0
bun tapi suami tidak paham,0
ya allah shtkanlah janinku maaf mmk nak semoga km tidak kenapa kuat ya nak,0
sedih menangis setres cemas,0
kenapa iya dok kalau marah berlebih perut suka sakit,0
hmil stres sangat slit karena ujian trbsar suami,0
pas hamil menangis sesegukan pas bayi lahir sesegukan padahal tidak menangis perawat sih normal tetapi banget kayak kalau menangis,0
mbak kadang rumah tangga beda beda sih ya kadang suka iri orang kasih ujian ekonomi tidak orang ketiga,0
kacab gue pemicu stres orang hamil disuruh make heels disuruh berdiri disuruh menahan pipis,0
sedih menangis cemas anak ku menangis sedih,0
iya allah hamil sehat nak rahim kadang stres menangis,0
hamil anak menangis kamar coba kuat in bawa berdoa tapi bayi lahir umur bayi kuning umur meninggal karena sepsis,0
nya sih tidak emosiannnnn,0
maafkan ibuk ya dek,0
kalau ibunya menangis kalau kalem suka begadang,0
ku hamil penantian dirasakan pas hamil gampang stres pas berjuang kemarin tidak ada tenang kecuali usg apalagi masih,0
semoga pas stres anak ku gppa,0
benar banget karena mengalami nya,0
adop anak ibunya setres karena kena kdrt suaminya anak cepat tantrum emosian galak,0
kasih dandanin wajar tidak kalau sedih sedihnya bukan karena anak cowok tapi tkutnya anakku tidak sayang mertua,0
tetapi suami tidak pikir,0
orang mrsa kcemasan mngandung mnglami ya,0
maafkan ya dek sedih menangis,0
karena ekonomi kurang stabil kepikiran,0
rutin minum vit vit badan penyelenggara jaminan sosial tetapi baby kelainan tak bertahan penyebabnya hamil benar stres,0
hamil menangis stres pikiran alhasil melahirkan bayi prematur bblr,0
maaf ya nak,0
detak jantung berbeda denyutnya,0
kemarin pas periksa tidak ketemu detak jntung nya dokter pun heran supaya tidak stres,0
pas hamil stres anakku dicurigai adhd kalau tidak autisme masih menunggu evaluasi lagi tahap terapi okupasi terapi wicara,0
tips biar tidak gampang stres,0
sumber stres suami,0
stres depersi anaku tantrum,0
hamil trimester ujiannya ya allah,0
kehamilanmu trhantam ekonomi tidak maafkan mama ya dek adik tidak brthan kmdungan mama surga tempatrimesteru,0
mungkin penyebab keguguran stres pikiran,0
emosi gara hadapi toddler ngereog mulu,0
mgg stres banget tidak makan makan menangis bb turun kg,0
ya allah hamil izinkan ya allah kangen anak bayi lagi,0
mungkin biar tidak stres kerja berusaha berjuang anak kandung barangkali ada butuh art minat,0
maafkan bunda nak,0
babyku lahir prematur karena stres kasihan bayiku,0
maafkan mamak ya nak,0
suka apalagi pas kerja,0
iya benar kemarin keguguran usia kandungan minggu,0
lagi hamil tanggal nya stres sangat,0
habis menangis maaf berbicara jangan sedih karena tidak kenapa,0
iya ya kalau lagi menangis marah adik langsung gerak mungkin merasakan ya,0
maafkan ya dde menangis,0
stres hamil mempengaruhi tensi,0
ags kalau ada hati lagi ya,0
jangan stres ya kasihan junior,0
diam cuek katane,0
alami ganti tkt membayangkan proses melahirkan sinar rejeki,0
depresi ya janinku,0
ya tidak stres tetapi diuji ekonomi hamil bikin stres,0
hamil stres dong terlnjur,0
ya allah stres menangis tidak karuan gara almarhum anak ku meninggal tetapi pas meninggal langsung hamil lagi masih berduka,0
kehamilan anak strees berat karena bertengkar hebat suami qodarullah anakku lahir tetapi kakinya cacat,0
ya allah maaf mama mu ya dek mengajak stres menangis muluk,0
girangm beng lelah pikir isik ntanm,0
ya allah bersalah salam sebulan setres,0
maaf ya adik gara bapakmu,0
stresnya karena tidak makan,0
kemarin habis menangis maafkan mamah ya deh,0
hamil anak sampk orang rumah bikin stres menangis,0
maaf kalau asumsilu menang hamil bahagia tetapi anak suami ringan tangan egois narkoba pokoknya tidak bagus deh kekuatan ku mncba mbntu cari nafkah apapun,0
menangis senangis nya pas hamil karena kelakuan suami,0
bilang jangan stres,0
maafkan salah mu,0
uji mengajak bertengkar teriak,0
uji mertua mbak,0
biasnya uji ekonominya anak,0
benar ekonomi uji banget hamil,0
mbak bawaannya bertengkar suami,0
benar banget belum persiapan,0
iya ekonomi ya mertua duit mulu,0
kalau lagi berantem kak perut sskit tidak kalau pikir langsung keram,0
bun pas lagi emosi keram tidak,0
ujian hamil ekonomi mulu ya beli makan enak pikir,0
ujian ekonomi hanya hoaks pun mengalami,0
uji ekonomi anak,0
maaf ya nak mama suka menangis gara gara kucing tidak masuk surga,0
semalam mimpi cemas posisi lagi hamil tanpa sadari anak ku bergerak aktif banget ngilu,0
tau diselingkuhin suami pas lagi hamil depresi trauma menangis alhamdulillah memikirkan sih adik bayi karena kasihan,0
maafkan ya dek mengandung tak nyaman,0
trismester merasakan stres sedih berlanjut masuk trismester tidak kontrol berdoa a calon bayi sehat sempurna tidak kekurangan apapun,0
alamin kiraan pas hamil perhatian kasih sayang trnytaa tidak mlhn luka kesedihan stres,0
tidak stres apapun mual trauma,0
apalah daya lagi hamil stres pikiran suami tidak mengerti keluarga campur lagi kebutuhan ekonomi tidak mencukupi,0
tidak depresi suami selingkuh dugem judol meninggalkan hutang ratusan juta karena judol,0
stres karena kekerasan kejam egois ditekan suami,0
tetapi kadarallah pas lahiran anakku cacat bawan microtia serita hipospedia hancur bngat hatiku yallah,0
bun hamil stres menangis pendarahan usg dokter kelainan tetapi aman,0
tidak ada tanda ketahuannya pas dilahirin,0
tetapi ada tanda tanda nya kak ada salah makan kak,0
kok tidak kedeteksi bun dokternya kurang teliti,0
cacat dek bukan cacar tidak deteksi hamil x terima kasih doanya,0
sangat uji mentalnya teriak ya allah,0
jangan dek mama belum lagi jujur masih trouma lagi bapakmu disuruh suruh tertekan,0
maaf ya dek,0
sepele padahal sangat jangan bikin stres dikiranya lebay,0
menangis karena nonton drama korea bahaya,0
benar banget hamil benci banget ipar ku ku sedih karena ipar ku anak ku meninggal kandungan usia,0
ya suasana hati swing karena kakaknya toddler buanyakk banget tingkahnya,0
kalau lihat bego brsalah gmpang setres ada rumah tngga,0
benar ibuku pas hamil lagi stres minum antidepresan menyadari pribadi mudah cemas,0
gue ngamok mulu karena hamil anak suka tantrum,0
maafkan masih stres ya nak,0
maafkan ya yiyi,0
hamil emosi jengkel suami eh anak pagi nya dipaksa lahir padahal belum usia,0
maafkan mmah mu ya nak,0
lagi hamil setres tidak orang tua ldr suami uji ipar suami kalau omongn nya kasar qjd menangis,0
tidak stres suami meninggal,0
hidup anakku tidak memanggil wanita,0
sensitif banget kalau lagi cape suka menangis ngedumel kok orang tidak mengerti kondisi ya cape tau,0
menangis padahal hamil,0
tidak sengaja nada dkit menangis,0
nih tiktok suami sye isteri pregnant trimester sye sye penat sangat memng sepnjang mengandung nih jarang masak tidak pun x lena tetapi sye kecewa bila nih alasan,0
kenapa fyp bukan,0
fyp nya suami,0
fyp hamil hamil bayik newborn mulu masih menunggu garis senang tapi nyecrolnya telat sehari nih doakan hamil ya teman,0
lagi hamil t pasangan mengeluh pasangan tapi responnya malah tidak sesuai banget menangis menahan sehat ya bayiku,0
tapi suami tidak mengerti,0
tah trsalah sikit pun menangis,0
tapi terlambat kuat hebat,0
ditinggal pergi bentar kesepian langsung banjir air mata,0
semoga stres sakitku tidak menjejaskan baby kndunganku,0
itsokay bergerak selagi,0
ya allah hidup anak ku nyawa taruhanya menimang membimbing anak ku ya allah,0
sakit hati seumur hidup,0
lagi bila berbadan je paham suami suami tak paham,0
hidup anakku karena panggil anakku,0
bukan suami tapi orang,0
tetapi belum suami,0
sakit mbak tetapi kadang takdir terima karena mengalaminya anakku memanggil wanita sebutan bunda karena perceraian ikhlas,0
kak menangis baca,0
amin kakak pikirkan hanya anak anak masih,0
benar kakak lahiran masih apapun sakit dirasa hamil,0
benar kakak suami malah ikutan marah kalau marah,0
ya allah kok,0
kayak mudah banget trsinggung,0
menangis sepeletapi masuk hatiku sakit banget,0
sepele pun berbicara eh malah dibentak gebrak meja cape banget,0
masih mending bun hamil minggu kena,0
iya bun bersabr nih,0
kak tidak sengaja ngomong tidak janin ku kasar banget omongan ku janin ku bersalah banget kalau ketidak sengajaan,0
jujur sangat bersalah maaf janin ya allah tidak kakak,0
takut banget kak ucapan ku,0
bilang kakak kok smape berbicara janjn,0
jangan nada dicueki langsung menangis,0
suami pasang muka datar menangis,0
hem tidak buka sw boro mbak wa tidak baca,0
in allah hamil ku nular ya,0
negatip pms pas telat subur lagi,0
qodarullah semoga haid do ain hamilku nular,0
rajin folavit tumben ndableg tidak konsumsi telat bhari badan cape cape kadnag pqnas cek takut,0
tidak smwa suami kakak lagi hamil tua omongan suami tidak dijaga banget nyepelein merendahkan fisik istri sakit tapi ywdhlah telan,0
tapi diam je japlagi lupa sakit hati,0
benar banget semenjak hamil suami salah tangisin cengeng banget padahal tau cape pulang kerja,0
hati tisu k esok tak bcakap laki esok nya dea pujuk makan,0
kenapa semenjak hamil mudah banget netesin air mata karena ucapan sepatah patah,0
malah main ml menyala emosiku,0
tukar suami tidak,0
hanya menciptakan kenangan manis berusaha sekuat tenaga tetapi nya pupus sesulit it kah memenuhi ku,0
fyp suami fyp istri,0
istriku sayangi tidak berbicara mungkin btuhkan bukan maaf tetapi tindakan kasih sayang darikuhati tetapi skapku tidak bingung nujukinya,0
tak perasaan lagi,0
ada takutt sc x,0
suami ku lempar piring tanah hanya gara mengidam suapin makan lagi pas makan hehe,0
tidak fyp nya suami gue ajaaaa,0
sedih padahal nya tidak keberatan tetapi suami sibuk banget kerja tidak perhatiiin padahal hamil suami kerja salon jalan jalan shoping kulineran boro boro inginnya elus perhatikan,0
apalagi trimester sensitif anjir,0
menangis padahal masih,0
amin kakak mual badan sakit bau apapun komplain parfum suamiku suka banget bilang bau bangkai,0
pms telat haha,0
kenapa tidak muncul fyp suami sih,0
kalau bukan perkataan suami tapi perkataan mertua,0
menangis kehamilan bawaannya menangis,0
sensitif banget lihat video menangis,0
ada suami pikiran,0
kok beranda orang hamil mulu ya hamil sih gejalanya belum telat haid,0
ya allah benar bangetduduk kadang menangis kadang sakit dirasa,0
pas nikah kemarin langsung mengisi tetapi keguguran qodarullah positif telat haid suami benar menjaga banget kupinta pun dituruti masya allah,0
hati batu ih,0
hus fyp suamiku gih tau langsung skip,0
trauma dimasalalunya eh kebawanya beda masanya,0
tapi masih pejuang garis,0
jangan bikin sedih sayang,0
tak makan sardij pun sedih ampang,0
phm gue bomat terlontar bbn gue,0
dopi titip anak kalau pun ada nya ku melahirkan anakmu,0
jangan kehilangan istrimu x nya jc fyliank karena hamil melahirkan mudah,0
tidak peduli ibunya masih hidup,0
iya kebentak langsung mewek,0
kenapa marah padahal diulang ulang tidak berubah,0
ucapan mu bikin sakit hati,0
kalau lihat vt menangis suami skip,0
tapi malah bilang bawa perasaan,0
jangan bawa perasaan orang padahal tidak sensitif kayak,0
hrgailah hamil anakmu jc fyliank karena istrimu tidak,0
alasan suka menangis kalo say marah,0
suamiku menyayagi uangx ketimbang istri calon bayix pakai makan hemat sayur ribu sumpah tidak tahan pulang kembli orang tua,0
menangis kejer sepele gara suamiku mengejek abang l anak lesti gue menangis kejerrr suamiki bingung maaf deh semoga anak abang l ya aneh banget tapi sensitif banget,0
kemarin sensitif parah perkara adu argumen suami sakiitt banget hati menangis sesegukan lepas kontrol menangis tertawa kecikikan malah bilang setres,0
abg mntak maaf oke sayang sebab sayang stres bila abg salah cakap,0
kehamilan tak tau kenapa sensitif bawa perasaan nangisan,0
jarang suami mengerti hamil malah benyak lebay alai,0
fyp nya mulu ya allah kasih support jangan nakut in hamil kasihan menangis dibaca hamil,0
tidak mengerti albaharun,0
tapi tidak butuh istri calon anaknya dibutuhin keluarganya,0
malah pikiran menangis,0
setres tertekanan menangis malam,0
maaf semenjak hamil menangis sensitif banget tuntutan,0
setres asupan sehari,0
maafkan nakk menangis mulu,0
tidak setres kakak usia sebulan tidak ada suami ada sakit tidak,0
suka stres menangis,0
stresss karena tidak mesti hamil lagi malas kenapa in,0
stres karena kesepian ditinggal paksu kerja lembur tinggal seatap mertua bikin canggung ngurung kamar mulu,0
kemarin ngis hebat ribut suami buk plek alhmdplh langsung priksa kasih obt buk plekny tidak lagi,0
ku pun saatni cbaany kalau bknkrn anak nih kadang tidak tidak ngis tidak emosi lihat pksu kadang bukan jngkel,0
tidak setres dok hamil tetapi tidak akui,0
tidak stres menangis mudah bawa perasaan kalau tahan malah menyesal banget ya allah tidak kuattt,0
bawaannya kayak sedih muluu buu,0
suami penyebab stres,0
tidak berpengaruh suami ku buk,0
kakak suka cape bangetamit amit semoga anak sehat ya,0
kak hamil pas masuk trimester benar sensitif menangis bawaanny,0
kak kadang maaf anak perut walaupun masih menangis,0
suami bikin sedih,0
malah diusir rumah sayg nya rumah orang tua ku kalau masih wilayah pulang tertekan batin ku menangis,0
kakak hamil muda apalagi kecapaian lahir prematur anak hanya bertahan minggu,0
kak malah bikin setres suwani nya,0
kayak suamiku bujuk malah suka menyalahkan istri aneh benci kali,0
stres badan sakit,0
tapi suami tidak ada pikiran kayak bu dong,0
suamiku mati deh,0
benar banget stres bagiku,0
perutnya belum belum ada reaksi bayi karena stres overthinking,0
tapi kalau bawaan hamil ya semenjak hamil cengeng banget mudah overthinking,0
bu bid stres banget sibukkan toodler lagi suami cuek banget orang tua omongannnya nykitinn banget hamil bu bid,0
berusaha tenang usia gue malah mertua mengadu suami bilang nak mencuci pecimu eh istrimu tidak mencuci cuciannya menumpuk nak batinku langsung mak jlebbbb,0
dihindari nilai okey nilai manja malah malas tau,0
hamil jugs pikiran ada bikin menangis,0
sakit hamil hanya anggap pura pura bandingkan istri orang padahal efek hamil orang beda beda,0
bu bidan kenapa ya bu bidan perut kencing padahal udan bahan bu bidan masih ada jelakan,0
maaf ya adik kalau mamim egois mengajak adik menangis,0
iya kakak cemas gelisah,0
vitamin bagus jalan stres jalan,0
irl cuekin dino ngno tau,0
kenapa salah mata suami ya kak,0
salah pilih suami kak,0
bikin stres malah suaminya astagfirullah menyebut,0
paksu bikin strees,0
bilang anak anjing suami manja mntang hamil sok sensitif doakan semoga gugur mlahirkan biar mnyesal kehilangan,0
stres karena suami,0
ulang baca komen mu mbak tidak mengerti maaf,0
tidak bikin stres lagi hamil malah selingkuhin,0
tenangin malah bikin stres harii,0
kalau bertengkar penyebab nya mertua,0
sayangnya suamiku tidak peduli,0
benar banget pas hamil bertengkar keguguran,0
malam menangis penyebabnya suami ku,0
kenapa iya hamil lakukan suami salah mata bawa an hamil iya,0
semenjak mengandung nih manjang gaduh stressssssss,0
mulut diam tetapi asam lambung perut kencang,0
penyebab nya isi keluarga suami lahiran pun keluarga suami,0
kayak menghindari stres sumber stres an ku ku ipar suami cape ya allah diam tidak cerita sakit kali kehidupan dunia ya allah,0
hamil penuh traumaaan,0
nak je rumah nih kebaikan anak perut hem,0
penglmn trimester smlman nngis brtengkar suami pginya bngn tidur keguguranmau nylahin suami tapi lagi tkdir hncur banget pulang rumah orgtua menenangkan tanpa suami,0
sumber stres suami,0
gaduh stres menangis,0
haha baca benar lagi ngurung kamar dikunci suami biarkan kamar sakit hati banget sayang anak diperutku doang mamah,0
sumber bukan suami tapi mak mertua,0
seharian lagi debat suami,0
lagi tidak mengurus apapun bikin kesal marah menangis karena rasakan pas anak prematur lahir,0
semenjak hamil kalau mengambek bujuk suami boro,0
bukan kesah pun je kesah pasal anak nih,0
maafkan mama nak kali preggy stres manjang,0
mintak ketenangan melewati,0
perkara orang tidur ngadepnya bukan menangis,0
kenapa banget sih,0
semoga adik kuat sehat ya perut umma kadang umma suka stres menangis tanpa sebab,0
eh pas hamil sumpah menangis malam pasty kalo habis rumah mertua pasty ada bikin sakit hati lagi hamil anak tidak k rumah mertua,0
kak kenapa ya keluarga mertua ipar sumber sakit hati menantu nya kayak ada kesalahan padahal tidak kesalahan apapun kayak serba salah dimata aneh benar,0
rasakan kak stres,0
kalau ngontrak bun,0
beda rumah padahal bun tapi karena mertua masih suka campur bikin ribut,0
bertengkar suami bukan karena tapi karena mertua,0
kakak iya banget lagi,0
ku istriku peduli bawain istriku lagi hamil tetapi tanggal desember ibuku wafat,0
iya kalau ipar keluaran flek mules,0
iya adik janin kalau lihat kartun lucu,0
lagi terkadang suka berpikir mengingkan tidak anak,0
suamiku tidak peduli kadang pikir anaknya diperut tidak ya,0
suamiku kayaknya deh tidak keadaannya taunya ngajur ibunya,0
ya allah takut banget lagi hml,0
keguguran menyumpahi dong cape disalahkan mulu,0
kak minggu keguguran karena bertengkar menangis,0
kak perasaan sedih menangis pikiran kayak kacau banget hati tidak tenang besoknya ngeflek,0
hamil bertengkar stres pikiran keguguran week,0
kak kemarin keguguran padahal hamil anak tetapi suami tidak ada perhatian bertengkar menangis pikiran stresssekarang kayak masih trauma hamil lagi,0
iya kak malah ada pikiran kalau belum memperbaiki belum hamil,0
keguguran karena stres,0
berantemnya sepele kakak kak,0
ya tau namanya hamil sensitif suami tidak ngrtiin bertengkar menangis,0
kemarin menangis bukan karena suami tetapi karena uji ekonomi,0
uji ekonomi suami malam sibuk live tiktok nya,0
kakak manja suami tapi suami bilang jangan kayak anakanak sakit hatiku,0
kalo suami sih banget kak omelin kayak tarik nafas pegang dada karena tau lagi hamil pengaruh hormon jugk maklumi tetapi marah bawa an nya,0
kalau kebalik kakak hamil suami menempel banget tidur pun tidak lepas pegangan tangan semenjak hamil banget tapi berubah emosi,0
sis lingkunganku bikin sedih,0
kak ipar ku mulutnya pedas banget padahal laki tetapi mulutnya melebihi perempuan,0
mual muntah gara stres,0
banget mbak lingkungan bikin sedih,0
hamil hamil perasaan santai hamil anak ada ujiannya,0
lagi difase menangis banget tidak karena orang tua,0
nya suamiku ketahuan selingkuh,0
ya allah samaaa hamil tengkar kdrt anak prematur trauma hamil efek pas bayi anak mukanya sedih tidak ceria,0
tapi tidak mengerti bisanya menyalahkan badan mengerti tidak ada mengerti,0
suamiku tidak ada perubahan kak kalau menangis malah ditinggal tiidur maaf pun tidak pagi nya tidak ada semalam,0
makan hati dong hamil tidak sih kalau menangis perut kencang perut aktif nendang,0
hamil bertengkar sekali itupun karena menengok chat bercanda suami teman tetapi gaktau kenapa sedih banget menangis sesegukan,0
maafkan mama ya deh,0
tim tidak berani bertengkar suami,0
hormon orang nih kadang pun x paham inikan orang,0
bodoh mungkin ibuku hamil bertengkar ayahku,0
maafkan mama ya nak mama terlalu menangis sehat ya nak,0
anak ku pun memilih pergi perut ku,0
skrk kehamilan trimester bertengkar,0
diblg engak menangis tidak diam,0
habis bertengkar dde nya aktif malah tidak gerak seharian suamiku panik suami maaf dedenya ajak mengobrol alhamdulillah gerak lagi,0
kemarin hmil anak suami suruh tidur rumah mertua,0
